created_at,text,source,name,username,location,verified,description
2022-06-02 03:19:55+00:00,"I’m stressed, you’re stressed; Turns out we all are stressed - 87% of US adults feel overwhelmed by constant crises over the past two years.#wellness #mentalhealth #stressed 

https://t.co/X4G6yJh685",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:16:18+00:00,I also dabble in photography when I’m super stressed… ADHD coupled with GAD = A Superpower if you learn how to navigate it! YOU are not your deficit!  #Neurodivergent #badass #superpower #stressed #mentalhealth #MentalHealthMatters https://t.co/bMF5jXpyef,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:14:53+00:00,Why all American keep playing with my heart #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 02:04:49+00:00,"Read it! 

Onum puriyadhu !!!!
This what my mind and brain is now🙂! 

#ownpolambals #examstress #stressed https://t.co/cu8JWpzTzH",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 00:01:09+00:00,"Work #stress can affect everyone, but there are ways to handle it. Check out these nine tips! 👉 https://t.co/epMidH48hE

#workstress #stressed #stressmanagement https://t.co/V91FUonceJ",Gain Platform,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:26:43+00:00,Excited to share the latest addition to my #etsy shop: Pray Teach Protect Graphic - Floral - Soft Unisex Jersey Short Sleeve Tee https://t.co/RY0W90C0DZ #pray #teach #protect #teacher #stressed #tired #love #graphic #floral https://t.co/znZY3cJaPs,Etsy,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:11:45+00:00,"The polls and the trending hashtags seem to be at odds with each other. 

Twitterverse don’t let me down! I need some hope right now! Please vote!

#stressed #onpoli #OntarioElection2022 #GetOutAndVote #ONelxn #VoteFordOut #VoteFordOutJune2 #healthcare #education #OntarioElection https://t.co/TMH3OAWHjd",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 21:42:25+00:00,@CarnivalCruise Oh thank goodness! I was really worried! #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 20:05:29+00:00,"Im so fucking sleepy, im aggravated, and hungry. #STRESSED 😭",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 19:59:06+00:00,"Are you #Stressed? @Work2BeWell &amp; @NASSP can help! Led by students &amp; mental health experts, this webinar series will help #Teens reduce #Stress and care for their own #MentalHealth. 1st installment June 21.

Invite a friend &amp; register today! 👇 

https://t.co/bzr8JrQL0q https://t.co/LXoRnM92dS",CoSchedule,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 19:35:26+00:00,"Lord help me these 3 days 🙏🏾 #stressed over things i can’t control, so i leave it to you lord 🙏🏾",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 18:47:39+00:00,"Dude I'm so pissed... so to the hacker that is probably stealing my families rent money and literal everything, I want you to know this. You robbed me online. Never ever see me irl. Cause I swear we will swap these roles. #hacked #stressed",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 18:17:00+00:00,"I hate it here!!

😩😫 #headache #tension #stressed #migraine @ Atlanta, Georgia https://t.co/PSziPJrKCX",Instagram,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 17:25:33+00:00,"#ThursdayThoughts   Don't do it alone help.  No $cost to you for our service in the NE #Houston #Texas area:
#eldercare #seniorcare #caregivers #assistedliving #homehealth 
Email or call us for #HELP.
https://t.co/YwZq9jNBmN 
#stress #stressed #Fear https://t.co/5H1cQPLAmd",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 16:52:59+00:00,"Not only WAY over #stressed with #work #anxiety #WFH #WFO &amp; more , but now #DH has me a wreck - between his #Covid , ear infection, #nosex , he’s developing some new habits in retirement that may push me off the deep end… #stress",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 16:05:02+00:00,Feeling #stressed? Imagine turning off your phone right now and not picking it up until tomorrow. How does this make you feel? Perhaps give it a try for an hour or more and create some space for yourself. 🌿,Hootsuite Inc.,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 15:47:49+00:00,I should be enjoying this time pregnant and all I’m worrying about is if I’m being selfish bringing a kid into this economy… #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 14:17:53+00:00,"@ledrew Yes. At the #end of the day #family #friends will b #stressed #negligent #distracted #posessed #oppressed #vexed #wrathful #forgetful #sick 
#uncommunicative #abusive #insultive.Our #SHEPHERD #FRIEND #SAVIOR #DEFENDER #LORD #MASTER- #JESUS is #FAITHFUL #TRUE.Will be there for you",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 13:42:00+00:00,Are your #staff #stressed with #money #worries - is it affected their productivity? Help them to #save money and #access #affordable #loans - let @CUManchester help you to help your staff - see the advert in https://t.co/VCYYtSp41m / https://t.co/8ii5CSD7Eq https://t.co/UbAlToPpFW,TweetDeck,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 11:29:59+00:00,"If you’re feeling #stressed, remember you don’t have to impress a bunch of people every day. And trying to do it is not healthy anyway.

So, instead, do what you love, maybe take some time off and spend time with your loved ones.

Because your health comes first!

#stayhealthy",HubSpot,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 10:57:20+00:00,Bank holiday one .. kids out house to myself I’m currently cleaning and working out a dairy free gluten free birthday cake for a soon to be 7 year old …. #stressed #tooearlyforgin???,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:15:20+00:00,"#work got you #stressed ? Try listening to these rain sounds...⬇️... #corporate #business #BusinessOwner 

https://t.co/kw45aNCO7W",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:12:07+00:00,"#stocks got you #stressed ? Try listening to these rain sounds.. ⬇️#economy #inflation #NASDAQ #QQQ 

https://t.co/kw45aNCO7W",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:00:01+00:00,Just broke up with my bf so hella depressed #depression #sad #heartbreak #heartbroken and the sad part is I have to leave my dog behind #pup #dog #alone #stressed #kms https://t.co/CcwfsTRS5P,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:21:41+00:00,Fighting the urge to go buy a pack of cigarettes and smoke my life away rn. #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:19:55+00:00,"I’m stressed, you’re stressed; Turns out we all are stressed - 87% of US adults feel overwhelmed by constant crises over the past two years.#wellness #mentalhealth #stressed 

https://t.co/X4G6yJh685",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:16:18+00:00,I also dabble in photography when I’m super stressed… ADHD coupled with GAD = A Superpower if you learn how to navigate it! YOU are not your deficit!  #Neurodivergent #badass #superpower #stressed #mentalhealth #MentalHealthMatters https://t.co/bMF5jXpyef,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:14:53+00:00,Why all American keep playing with my heart #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 02:04:49+00:00,"Read it! 

Onum puriyadhu !!!!
This what my mind and brain is now🙂! 

#ownpolambals #examstress #stressed https://t.co/cu8JWpzTzH",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 00:01:09+00:00,"Work #stress can affect everyone, but there are ways to handle it. Check out these nine tips! 👉 https://t.co/epMidH48hE

#workstress #stressed #stressmanagement https://t.co/V91FUonceJ",Gain Platform,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:26:43+00:00,Excited to share the latest addition to my #etsy shop: Pray Teach Protect Graphic - Floral - Soft Unisex Jersey Short Sleeve Tee https://t.co/RY0W90C0DZ #pray #teach #protect #teacher #stressed #tired #love #graphic #floral https://t.co/znZY3cJaPs,Etsy,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:11:45+00:00,"The polls and the trending hashtags seem to be at odds with each other. 

Twitterverse don’t let me down! I need some hope right now! Please vote!

#stressed #onpoli #OntarioElection2022 #GetOutAndVote #ONelxn #VoteFordOut #VoteFordOutJune2 #healthcare #education #OntarioElection https://t.co/TMH3OAWHjd",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 21:42:25+00:00,@CarnivalCruise Oh thank goodness! I was really worried! #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 20:05:29+00:00,"Im so fucking sleepy, im aggravated, and hungry. #STRESSED 😭",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 19:59:06+00:00,"Are you #Stressed? @Work2BeWell &amp; @NASSP can help! Led by students &amp; mental health experts, this webinar series will help #Teens reduce #Stress and care for their own #MentalHealth. 1st installment June 21.

Invite a friend &amp; register today! 👇 

https://t.co/bzr8JrQL0q https://t.co/LXoRnM92dS",CoSchedule,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 19:35:26+00:00,"Lord help me these 3 days 🙏🏾 #stressed over things i can’t control, so i leave it to you lord 🙏🏾",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 18:47:39+00:00,"Dude I'm so pissed... so to the hacker that is probably stealing my families rent money and literal everything, I want you to know this. You robbed me online. Never ever see me irl. Cause I swear we will swap these roles. #hacked #stressed",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 18:17:00+00:00,"I hate it here!!

😩😫 #headache #tension #stressed #migraine @ Atlanta, Georgia https://t.co/PSziPJrKCX",Instagram,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 17:25:33+00:00,"#ThursdayThoughts   Don't do it alone help.  No $cost to you for our service in the NE #Houston #Texas area:
#eldercare #seniorcare #caregivers #assistedliving #homehealth 
Email or call us for #HELP.
https://t.co/YwZq9jNBmN 
#stress #stressed #Fear https://t.co/5H1cQPLAmd",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 16:52:59+00:00,"Not only WAY over #stressed with #work #anxiety #WFH #WFO &amp; more , but now #DH has me a wreck - between his #Covid , ear infection, #nosex , he’s developing some new habits in retirement that may push me off the deep end… #stress",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 16:05:02+00:00,Feeling #stressed? Imagine turning off your phone right now and not picking it up until tomorrow. How does this make you feel? Perhaps give it a try for an hour or more and create some space for yourself. 🌿,Hootsuite Inc.,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 15:47:49+00:00,I should be enjoying this time pregnant and all I’m worrying about is if I’m being selfish bringing a kid into this economy… #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 14:17:53+00:00,"@ledrew Yes. At the #end of the day #family #friends will b #stressed #negligent #distracted #posessed #oppressed #vexed #wrathful #forgetful #sick 
#uncommunicative #abusive #insultive.Our #SHEPHERD #FRIEND #SAVIOR #DEFENDER #LORD #MASTER- #JESUS is #FAITHFUL #TRUE.Will be there for you",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 13:42:00+00:00,Are your #staff #stressed with #money #worries - is it affected their productivity? Help them to #save money and #access #affordable #loans - let @CUManchester help you to help your staff - see the advert in https://t.co/VCYYtSp41m / https://t.co/8ii5CSD7Eq https://t.co/UbAlToPpFW,TweetDeck,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 11:29:59+00:00,"If you’re feeling #stressed, remember you don’t have to impress a bunch of people every day. And trying to do it is not healthy anyway.

So, instead, do what you love, maybe take some time off and spend time with your loved ones.

Because your health comes first!

#stayhealthy",HubSpot,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 10:57:20+00:00,Bank holiday one .. kids out house to myself I’m currently cleaning and working out a dairy free gluten free birthday cake for a soon to be 7 year old …. #stressed #tooearlyforgin???,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:15:20+00:00,"#work got you #stressed ? Try listening to these rain sounds...⬇️... #corporate #business #BusinessOwner 

https://t.co/kw45aNCO7W",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:12:07+00:00,"#stocks got you #stressed ? Try listening to these rain sounds.. ⬇️#economy #inflation #NASDAQ #QQQ 

https://t.co/kw45aNCO7W",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:00:01+00:00,Just broke up with my bf so hella depressed #depression #sad #heartbreak #heartbroken and the sad part is I have to leave my dog behind #pup #dog #alone #stressed #kms https://t.co/CcwfsTRS5P,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:21:41+00:00,Fighting the urge to go buy a pack of cigarettes and smoke my life away rn. #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:19:55+00:00,"I’m stressed, you’re stressed; Turns out we all are stressed - 87% of US adults feel overwhelmed by constant crises over the past two years.#wellness #mentalhealth #stressed 

https://t.co/X4G6yJh685",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:16:18+00:00,I also dabble in photography when I’m super stressed… ADHD coupled with GAD = A Superpower if you learn how to navigate it! YOU are not your deficit!  #Neurodivergent #badass #superpower #stressed #mentalhealth #MentalHealthMatters https://t.co/bMF5jXpyef,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:14:53+00:00,Why all American keep playing with my heart #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 02:04:49+00:00,"Read it! 

Onum puriyadhu !!!!
This what my mind and brain is now🙂! 

#ownpolambals #examstress #stressed https://t.co/cu8JWpzTzH",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 00:01:09+00:00,"Work #stress can affect everyone, but there are ways to handle it. Check out these nine tips! 👉 https://t.co/epMidH48hE

#workstress #stressed #stressmanagement https://t.co/V91FUonceJ",Gain Platform,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:26:43+00:00,Excited to share the latest addition to my #etsy shop: Pray Teach Protect Graphic - Floral - Soft Unisex Jersey Short Sleeve Tee https://t.co/RY0W90C0DZ #pray #teach #protect #teacher #stressed #tired #love #graphic #floral https://t.co/znZY3cJaPs,Etsy,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:11:45+00:00,"The polls and the trending hashtags seem to be at odds with each other. 

Twitterverse don’t let me down! I need some hope right now! Please vote!

#stressed #onpoli #OntarioElection2022 #GetOutAndVote #ONelxn #VoteFordOut #VoteFordOutJune2 #healthcare #education #OntarioElection https://t.co/TMH3OAWHjd",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 21:42:25+00:00,@CarnivalCruise Oh thank goodness! I was really worried! #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 20:05:29+00:00,"Im so fucking sleepy, im aggravated, and hungry. #STRESSED 😭",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 19:59:06+00:00,"Are you #Stressed? @Work2BeWell &amp; @NASSP can help! Led by students &amp; mental health experts, this webinar series will help #Teens reduce #Stress and care for their own #MentalHealth. 1st installment June 21.

Invite a friend &amp; register today! 👇 

https://t.co/bzr8JrQL0q https://t.co/LXoRnM92dS",CoSchedule,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 19:35:26+00:00,"Lord help me these 3 days 🙏🏾 #stressed over things i can’t control, so i leave it to you lord 🙏🏾",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 18:47:39+00:00,"Dude I'm so pissed... so to the hacker that is probably stealing my families rent money and literal everything, I want you to know this. You robbed me online. Never ever see me irl. Cause I swear we will swap these roles. #hacked #stressed",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 18:17:00+00:00,"I hate it here!!

😩😫 #headache #tension #stressed #migraine @ Atlanta, Georgia https://t.co/PSziPJrKCX",Instagram,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 17:25:33+00:00,"#ThursdayThoughts   Don't do it alone help.  No $cost to you for our service in the NE #Houston #Texas area:
#eldercare #seniorcare #caregivers #assistedliving #homehealth 
Email or call us for #HELP.
https://t.co/YwZq9jNBmN 
#stress #stressed #Fear https://t.co/5H1cQPLAmd",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 16:52:59+00:00,"Not only WAY over #stressed with #work #anxiety #WFH #WFO &amp; more , but now #DH has me a wreck - between his #Covid , ear infection, #nosex , he’s developing some new habits in retirement that may push me off the deep end… #stress",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 16:05:02+00:00,Feeling #stressed? Imagine turning off your phone right now and not picking it up until tomorrow. How does this make you feel? Perhaps give it a try for an hour or more and create some space for yourself. 🌿,Hootsuite Inc.,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 15:47:49+00:00,I should be enjoying this time pregnant and all I’m worrying about is if I’m being selfish bringing a kid into this economy… #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 14:17:53+00:00,"@ledrew Yes. At the #end of the day #family #friends will b #stressed #negligent #distracted #posessed #oppressed #vexed #wrathful #forgetful #sick 
#uncommunicative #abusive #insultive.Our #SHEPHERD #FRIEND #SAVIOR #DEFENDER #LORD #MASTER- #JESUS is #FAITHFUL #TRUE.Will be there for you",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 13:42:00+00:00,Are your #staff #stressed with #money #worries - is it affected their productivity? Help them to #save money and #access #affordable #loans - let @CUManchester help you to help your staff - see the advert in https://t.co/VCYYtSp41m / https://t.co/8ii5CSD7Eq https://t.co/UbAlToPpFW,TweetDeck,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 11:29:59+00:00,"If you’re feeling #stressed, remember you don’t have to impress a bunch of people every day. And trying to do it is not healthy anyway.

So, instead, do what you love, maybe take some time off and spend time with your loved ones.

Because your health comes first!

#stayhealthy",HubSpot,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 10:57:20+00:00,Bank holiday one .. kids out house to myself I’m currently cleaning and working out a dairy free gluten free birthday cake for a soon to be 7 year old …. #stressed #tooearlyforgin???,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:15:20+00:00,"#work got you #stressed ? Try listening to these rain sounds...⬇️... #corporate #business #BusinessOwner 

https://t.co/kw45aNCO7W",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:12:07+00:00,"#stocks got you #stressed ? Try listening to these rain sounds.. ⬇️#economy #inflation #NASDAQ #QQQ 

https://t.co/kw45aNCO7W",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:00:01+00:00,Just broke up with my bf so hella depressed #depression #sad #heartbreak #heartbroken and the sad part is I have to leave my dog behind #pup #dog #alone #stressed #kms https://t.co/CcwfsTRS5P,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:21:41+00:00,Fighting the urge to go buy a pack of cigarettes and smoke my life away rn. #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:19:55+00:00,"I’m stressed, you’re stressed; Turns out we all are stressed - 87% of US adults feel overwhelmed by constant crises over the past two years.#wellness #mentalhealth #stressed 

https://t.co/X4G6yJh685",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:16:18+00:00,I also dabble in photography when I’m super stressed… ADHD coupled with GAD = A Superpower if you learn how to navigate it! YOU are not your deficit!  #Neurodivergent #badass #superpower #stressed #mentalhealth #MentalHealthMatters https://t.co/bMF5jXpyef,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:14:53+00:00,Why all American keep playing with my heart #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 02:04:49+00:00,"Read it! 

Onum puriyadhu !!!!
This what my mind and brain is now🙂! 

#ownpolambals #examstress #stressed https://t.co/cu8JWpzTzH",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 00:01:09+00:00,"Work #stress can affect everyone, but there are ways to handle it. Check out these nine tips! 👉 https://t.co/epMidH48hE

#workstress #stressed #stressmanagement https://t.co/V91FUonceJ",Gain Platform,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:26:43+00:00,Excited to share the latest addition to my #etsy shop: Pray Teach Protect Graphic - Floral - Soft Unisex Jersey Short Sleeve Tee https://t.co/RY0W90C0DZ #pray #teach #protect #teacher #stressed #tired #love #graphic #floral https://t.co/znZY3cJaPs,Etsy,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:11:45+00:00,"The polls and the trending hashtags seem to be at odds with each other. 

Twitterverse don’t let me down! I need some hope right now! Please vote!

#stressed #onpoli #OntarioElection2022 #GetOutAndVote #ONelxn #VoteFordOut #VoteFordOutJune2 #healthcare #education #OntarioElection https://t.co/TMH3OAWHjd",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 21:42:25+00:00,@CarnivalCruise Oh thank goodness! I was really worried! #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 20:05:29+00:00,"Im so fucking sleepy, im aggravated, and hungry. #STRESSED 😭",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 19:59:06+00:00,"Are you #Stressed? @Work2BeWell &amp; @NASSP can help! Led by students &amp; mental health experts, this webinar series will help #Teens reduce #Stress and care for their own #MentalHealth. 1st installment June 21.

Invite a friend &amp; register today! 👇 

https://t.co/bzr8JrQL0q https://t.co/LXoRnM92dS",CoSchedule,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 19:35:26+00:00,"Lord help me these 3 days 🙏🏾 #stressed over things i can’t control, so i leave it to you lord 🙏🏾",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 18:47:39+00:00,"Dude I'm so pissed... so to the hacker that is probably stealing my families rent money and literal everything, I want you to know this. You robbed me online. Never ever see me irl. Cause I swear we will swap these roles. #hacked #stressed",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 18:17:00+00:00,"I hate it here!!

😩😫 #headache #tension #stressed #migraine @ Atlanta, Georgia https://t.co/PSziPJrKCX",Instagram,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 17:25:33+00:00,"#ThursdayThoughts   Don't do it alone help.  No $cost to you for our service in the NE #Houston #Texas area:
#eldercare #seniorcare #caregivers #assistedliving #homehealth 
Email or call us for #HELP.
https://t.co/YwZq9jNBmN 
#stress #stressed #Fear https://t.co/5H1cQPLAmd",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 16:52:59+00:00,"Not only WAY over #stressed with #work #anxiety #WFH #WFO &amp; more , but now #DH has me a wreck - between his #Covid , ear infection, #nosex , he’s developing some new habits in retirement that may push me off the deep end… #stress",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 16:05:02+00:00,Feeling #stressed? Imagine turning off your phone right now and not picking it up until tomorrow. How does this make you feel? Perhaps give it a try for an hour or more and create some space for yourself. 🌿,Hootsuite Inc.,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 15:47:49+00:00,I should be enjoying this time pregnant and all I’m worrying about is if I’m being selfish bringing a kid into this economy… #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 14:17:53+00:00,"@ledrew Yes. At the #end of the day #family #friends will b #stressed #negligent #distracted #posessed #oppressed #vexed #wrathful #forgetful #sick 
#uncommunicative #abusive #insultive.Our #SHEPHERD #FRIEND #SAVIOR #DEFENDER #LORD #MASTER- #JESUS is #FAITHFUL #TRUE.Will be there for you",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 13:42:00+00:00,Are your #staff #stressed with #money #worries - is it affected their productivity? Help them to #save money and #access #affordable #loans - let @CUManchester help you to help your staff - see the advert in https://t.co/VCYYtSp41m / https://t.co/8ii5CSD7Eq https://t.co/UbAlToPpFW,TweetDeck,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 11:29:59+00:00,"If you’re feeling #stressed, remember you don’t have to impress a bunch of people every day. And trying to do it is not healthy anyway.

So, instead, do what you love, maybe take some time off and spend time with your loved ones.

Because your health comes first!

#stayhealthy",HubSpot,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 10:57:20+00:00,Bank holiday one .. kids out house to myself I’m currently cleaning and working out a dairy free gluten free birthday cake for a soon to be 7 year old …. #stressed #tooearlyforgin???,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:15:20+00:00,"#work got you #stressed ? Try listening to these rain sounds...⬇️... #corporate #business #BusinessOwner 

https://t.co/kw45aNCO7W",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:12:07+00:00,"#stocks got you #stressed ? Try listening to these rain sounds.. ⬇️#economy #inflation #NASDAQ #QQQ 

https://t.co/kw45aNCO7W",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 07:00:01+00:00,Just broke up with my bf so hella depressed #depression #sad #heartbreak #heartbroken and the sad part is I have to leave my dog behind #pup #dog #alone #stressed #kms https://t.co/CcwfsTRS5P,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:21:41+00:00,Fighting the urge to go buy a pack of cigarettes and smoke my life away rn. #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:19:55+00:00,"I’m stressed, you’re stressed; Turns out we all are stressed - 87% of US adults feel overwhelmed by constant crises over the past two years.#wellness #mentalhealth #stressed 

https://t.co/X4G6yJh685",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:16:18+00:00,I also dabble in photography when I’m super stressed… ADHD coupled with GAD = A Superpower if you learn how to navigate it! YOU are not your deficit!  #Neurodivergent #badass #superpower #stressed #mentalhealth #MentalHealthMatters https://t.co/bMF5jXpyef,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 03:14:53+00:00,Why all American keep playing with my heart #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 02:04:49+00:00,"Read it! 

Onum puriyadhu !!!!
This what my mind and brain is now🙂! 

#ownpolambals #examstress #stressed https://t.co/cu8JWpzTzH",Twitter for Android,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 00:01:09+00:00,"Work #stress can affect everyone, but there are ways to handle it. Check out these nine tips! 👉 https://t.co/epMidH48hE

#workstress #stressed #stressmanagement https://t.co/V91FUonceJ",Gain Platform,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:26:43+00:00,Excited to share the latest addition to my #etsy shop: Pray Teach Protect Graphic - Floral - Soft Unisex Jersey Short Sleeve Tee https://t.co/RY0W90C0DZ #pray #teach #protect #teacher #stressed #tired #love #graphic #floral https://t.co/znZY3cJaPs,Etsy,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 22:11:45+00:00,"The polls and the trending hashtags seem to be at odds with each other. 

Twitterverse don’t let me down! I need some hope right now! Please vote!

#stressed #onpoli #OntarioElection2022 #GetOutAndVote #ONelxn #VoteFordOut #VoteFordOutJune2 #healthcare #education #OntarioElection https://t.co/TMH3OAWHjd",Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 21:42:25+00:00,@CarnivalCruise Oh thank goodness! I was really worried! #stressed,Twitter for iPhone,Zella Simpson,ZellaSimpson8,,False,
2022-06-02 20:05:29+00:00,"Im so fucking sleepy, im aggravated, and hungry. #STRESSED 😭",Twitter Web App,Zella Simpson,ZellaSimpson8,,False,
